Notify: Initialized Dynamic Filter API for Network Virtualization emulation.	[MsgId: MMSG-56949]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/itinerary.pl" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/in_itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Registered web_reg_find successful for "Text= User wants the intineraries" (count=1)  	[MsgId: MMSG-26364]
Action.c(56): web_image("Itinerary Button") was successful, 66903 body bytes, 1916 header bytes, 155 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(60): Notify: Transaction "Itinerary" ended with a "Pass" status (Duration: 0,1560 Wasted Time: 0,0005).	[MsgId: MMSG-16871]
Action.c(62): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(63): Notify: Transaction "delete_tickets" started.	[MsgId: MMSG-16999]
Action.c(70): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(70): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(74): web_submit_form("itinerary.pl") started  	[MsgId: MMSG-26355]
Action.c(74): Submitting form to "http://127.0.0.1:1080/cgi-bin/itinerary.pl", Target Frame=""  	[MsgId: MMSG-27978]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Error -26368: "Text=201201127-802-AS" found for web_reg_find (count=1)  	[MsgId: MERR-26368]
Action.c(74): web_submit_form("itinerary.pl") highest severity level was "ERROR", 60697 body bytes, 256 header bytes, 123 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(74): Notify: Transaction "delete_tickets" ended with a "Fail" status (Duration: 0,0629 Wasted Time: 0,0002).	[MsgId: MMSG-16871]
Action.c(74): Notify: Transaction "delete_tickets" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "delete_tickets" is "Error -26368: "Text=201201127-802-AS" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Action.c(74): Notify: Transaction "05050_Delete" ended with a "Fail" status (Duration: 10,4223 Think Time: 10,0069 Wasted Time: 0,0008).	[MsgId: MMSG-16870]
Action.c(74): Notify: Transaction "05050_Delete" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "05050_Delete" is "Error -26368: "Text=201201127-802-AS" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 18.	[MsgId: MMSG-15965]
Waiting 6,5770 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 19.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(3): Notify: Transaction "05050_Delete" started.	[MsgId: MMSG-16999]
Action.c(5): Notify: Transaction "WebTourConnection" started.	[MsgId: MMSG-16999]
Action.c(7): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(7): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(11): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(11): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(16): web_url("WebTours") started  	[MsgId: MMSG-26355]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/header.html" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/hp_logo.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/webtours.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/home.html" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/mer_login.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(16): Registered web_reg_find successful for "Text=Web Tours" (count=6)  	[MsgId: MMSG-26364]
Action.c(16): web_url("WebTours") was successful, 10076 body bytes, 2374 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(25): web_set_sockets_option started  	[MsgId: MMSG-26355]
Action.c(25): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Action.c(26): Notify: Transaction "WebTourConnection" ended with a "Pass" status (Duration: 0,0888 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(27): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(29): Notify: Transaction "Login" started.	[MsgId: MMSG-16999]
Action.c(32): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(32): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(34): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(34): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(36): web_submit_form("login.pl") started  	[MsgId: MMSG-26355]
Action.c(36): Submitting form to "http://127.0.0.1:1080/cgi-bin/login.pl", Target Frame="body"  	[MsgId: MMSG-27978]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/login.pl?intro=true" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/flights.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/in_home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Registered web_reg_find successful for "Text=User password was correct" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): Registered web_reg_find successful for "Text=Gerald" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): web_submit_form("login.pl") was successful, 5781 body bytes, 2051 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(44): Notify: Transaction "Login" ended with a "Pass" status (Duration: 0,1116 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(47): Notify: Transaction "Itinerary" started.	[MsgId: MMSG-16999]
Action.c(49): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(49): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(53): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(53): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(56): web_image("Itinerary Button") started  	[MsgId: MMSG-26355]
Action.c(56): Image-linking to "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/itinerary.pl" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/in_itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Registered web_reg_find successful for "Text= User wants the intineraries" (count=1)  	[MsgId: MMSG-26364]
Action.c(56): web_image("Itinerary Button") was successful, 63333 body bytes, 1916 header bytes, 140 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(60): Notify: Transaction "Itinerary" ended with a "Pass" status (Duration: 0,1595 Wasted Time: 0,0006).	[MsgId: MMSG-16871]
Action.c(62): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(63): Notify: Transaction "delete_tickets" started.	[MsgId: MMSG-16999]
Action.c(70): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(70): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(74): web_submit_form("itinerary.pl") started  	[MsgId: MMSG-26355]
Action.c(74): Submitting form to "http://127.0.0.1:1080/cgi-bin/itinerary.pl", Target Frame=""  	[MsgId: MMSG-27978]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Error -26368: "Text=242368543-820-GB" found for web_reg_find (count=1)  	[MsgId: MERR-26368]
Action.c(74): web_submit_form("itinerary.pl") highest severity level was "ERROR", 57130 body bytes, 256 header bytes, 115 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(74): Notify: Transaction "delete_tickets" ended with a "Fail" status (Duration: 0,0580 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(74): Notify: Transaction "delete_tickets" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "delete_tickets" is "Error -26368: "Text=242368543-820-GB" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Action.c(74): Notify: Transaction "05050_Delete" ended with a "Fail" status (Duration: 10,4365 Think Time: 10,0175 Wasted Time: 0,0008).	[MsgId: MMSG-16870]
Action.c(74): Notify: Transaction "05050_Delete" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "05050_Delete" is "Error -26368: "Text=242368543-820-GB" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 19.	[MsgId: MMSG-15965]
Waiting 6,5630 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 20.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(3): Notify: Transaction "05050_Delete" started.	[MsgId: MMSG-16999]
Action.c(5): Notify: Transaction "WebTourConnection" started.	[MsgId: MMSG-16999]
Action.c(7): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(7): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(11): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(11): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(16): web_url("WebTours") started  	[MsgId: MMSG-26355]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/header.html" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/hp_logo.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/webtours.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/home.html" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/mer_login.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(16): Registered web_reg_find successful for "Text=Web Tours" (count=6)  	[MsgId: MMSG-26364]
Action.c(16): web_url("WebTours") was successful, 10079 body bytes, 2374 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(25): web_set_sockets_option started  	[MsgId: MMSG-26355]
Action.c(25): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Action.c(26): Notify: Transaction "WebTourConnection" ended with a "Pass" status (Duration: 0,0911 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(27): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(29): Notify: Transaction "Login" started.	[MsgId: MMSG-16999]
Action.c(32): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(32): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(34): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(34): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(36): web_submit_form("login.pl") started  	[MsgId: MMSG-26355]
Action.c(36): Submitting form to "http://127.0.0.1:1080/cgi-bin/login.pl", Target Frame="body"  	[MsgId: MMSG-27978]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/login.pl?intro=true" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/flights.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/in_home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Registered web_reg_find successful for "Text=User password was correct" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): Registered web_reg_find successful for "Text=Bin" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): web_submit_form("login.pl") was successful, 5778 body bytes, 2047 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(44): Notify: Transaction "Login" ended with a "Pass" status (Duration: 0,1252 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(47): Notify: Transaction "Itinerary" started.	[MsgId: MMSG-16999]
Action.c(49): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(49): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(53): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(53): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(56): web_image("Itinerary Button") started  	[MsgId: MMSG-26355]
Action.c(56): Image-linking to "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/itinerary.pl" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/in_itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" in HTML "http://127.0.0.1:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(56): Registered web_reg_find successful for "Text= User wants the intineraries" (count=1)  	[MsgId: MMSG-26364]
Action.c(56): web_image("Itinerary Button") was successful, 66632 body bytes, 1916 header bytes, 154 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(60): Notify: Transaction "Itinerary" ended with a "Pass" status (Duration: 0,1582 Wasted Time: 0,0004).	[MsgId: MMSG-16871]
Action.c(62): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(63): Notify: Transaction "delete_tickets" started.	[MsgId: MMSG-16999]
Action.c(70): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(70): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(74): web_submit_form("itinerary.pl") started  	[MsgId: MMSG-26355]
Action.c(74): Submitting form to "http://127.0.0.1:1080/cgi-bin/itinerary.pl", Target Frame=""  	[MsgId: MMSG-27978]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelreservation.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Resource "http://127.0.0.1:1080/WebTours/images/cancelallreservations.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(74): Error -26368: "Text=2835051895-7782-BB" found for web_reg_find (count=1)  	[MsgId: MERR-26368]
Action.c(74): web_submit_form("itinerary.pl") highest severity level was "ERROR", 60431 body bytes, 256 header bytes, 123 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(74): Notify: Transaction "delete_tickets" ended with a "Fail" status (Duration: 0,0608 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(74): Notify: Transaction "delete_tickets" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "delete_tickets" is "Error -26368: "Text=2835051895-7782-BB" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Action.c(74): Notify: Transaction "05050_Delete" ended with a "Fail" status (Duration: 10,4511 Think Time: 10,0148 Wasted Time: 0,0006).	[MsgId: MMSG-16870]
Action.c(74): Notify: Transaction "05050_Delete" has 1 error message(s).	[MsgId: MMSG-16818]
Action.c(74): Notify: The 1st error message associated with transaction "05050_Delete" is "Error -26368: "Text=2835051895-7782-BB" found for web_reg_find (count=1)"	[MsgId: MMSG-16819]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 20.	[MsgId: MMSG-15965]
Waiting 6,5480 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 21.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(3): Notify: Transaction "05050_Delete" started.	[MsgId: MMSG-16999]
Action.c(5): Notify: Transaction "WebTourConnection" started.	[MsgId: MMSG-16999]
Action.c(7): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(7): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(11): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(11): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(16): web_url("WebTours") started  	[MsgId: MMSG-26355]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/header.html" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true" in "http://127.0.0.1:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/hp_logo.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/webtours.png" in HTML "http://127.0.0.1:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Detected non-resource "http://127.0.0.1:1080/WebTours/home.html" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(16): Found resource "http://127.0.0.1:1080/WebTours/images/mer_login.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(16): Registered web_reg_find successful for "Text=Web Tours" (count=6)  	[MsgId: MMSG-26364]
Action.c(16): web_url("WebTours") was successful, 10080 body bytes, 2374 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(25): web_set_sockets_option started  	[MsgId: MMSG-26355]
Action.c(25): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Action.c(26): Notify: Transaction "WebTourConnection" ended with a "Pass" status (Duration: 0,0966 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(27): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(29): Notify: Transaction "Login" started.	[MsgId: MMSG-16999]
Action.c(32): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(32): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(34): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(34): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(36): web_submit_form("login.pl") started  	[MsgId: MMSG-26355]
Action.c(36): Submitting form to "http://127.0.0.1:1080/cgi-bin/login.pl", Target Frame="body"  	[MsgId: MMSG-27978]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Detected non-resource "http://127.0.0.1:1080/cgi-bin/login.pl?intro=true" in "http://127.0.0.1:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/flights.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/in_home.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Found resource "http://127.0.0.1:1080/WebTours/images/signoff.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(36): Registered web_reg_find successful for "Text=User password was correct" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): Registered web_reg_find successful for "Text=AlexS" (count=1)  	[MsgId: MMSG-26364]
Action.c(36): web_submit_form("login.pl") was successful, 5780 body bytes, 2055 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(44): Notify: Transaction "Login" ended with a "Pass" status (Duration: 0,1349 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(47): Notify: Transaction "Itinerary" started.	[MsgId: MMSG-16999]
Action.c(49): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(49): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(53): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(53): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(56): web_image("Itinerary Button") started  	[MsgId: MMSG-26355]
Action.c(56): Image-linking to "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Detected non-resource "http://127.0.0.1:1080/cgi-bin/itinerary.pl" in "http://127.0.0.1:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(56): Resource "http://127.0.0.1:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(56): Found resource "http://127.0.0.1:1080/WebTours/images/in_itinerary.gif" in HTML "http://127.0.0.1:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
